2 BE 3 - Partir un jour 
2 BE 3 - Toujours là pour toi
13 ORGANISE - Bande Organisée
113 - Au summum
113 - Tonton du Bled
ABBA - Chiquitita
ABBA - Gimme gimme gimme
ABBA - Mamma Mia
ACDC - Highway to hell
ADAMO (Salvatore) - Accroche une larme aux nuages
ADAMO (Salvatore) - C'est ma vie
ADAMO (Salvatore) - Inch'Allah
ADAMO (Salvatore) - J'avais oublié que les roses sont roses
ADAMO (Salvatore) - Mes mains sur tes hanches
"ADAMO (Salvatore) - Vous permettez, monsieur"
ADAMS (Bryan) - i do it for you
ADE - Tout savoir
ADELE - hello
ADELE - Skyfall
ADELE - Someone Like You
ADJANI (Isabelle) - Pull marine
ALAMO (Frank) - Ma biche
ALAMO (Frank) - Maillot 38-37
ALIZEE - J'ai pas vingt ans
ALIZEE - J'en ai marre
ALIZEE - Lolita
ALLIAGE - Baïla
AMINE - J'voulais
AMINE - Señorita
AMIR - Ce soir
AMIR - États d'amour
AMIR - J'ai cherché
AMIR - La fête 
AMIR - Les rues de ma peine
AMIR - Longtemps
AMIR - On dirait
AMIR - on verra bien
AMIR & INDILA - Carrousel (DUO)
ANAIS - Mon coeur mon amour
ANASTACIA - I'm outta love
ANGELE - Balance ton quoi
ANGELE - Bruxelles je t'aime
ANGELE - La thune
ANGELE - Libre
ANGELE - Oui ou non
ANGELE - Perdus
ANGELE & DAMSO - Démons 
ANGELE & ELVIS (Roméo) - Tout oublier (DUO)
ANGELI (Eve) - Avant de partir
ANIMO - Des gens stricts
ANNEGARN (Dick) - Bruxelles
ANNOUX (Jean-Claude) - Les jeunes loups
ANTHONY (Richard) - A présent tu peux t'en aller
ANTHONY (Richard) - Amoureux de ma femme
ANTHONY (Richard) - Donne-moi ma chance
ANTHONY (Richard) - J'entends siffler le train
AQUA - Barbie girl
ARCADIAN - Folie arcadienne
ARCADIAN - Les sables émouvants
AREG (Silvàn) - Allez leur dire
ARENA (Tina) - Aimer jusqu'à l'impossible
ARENA (Tina) - Aller plus haut
ARENA (Tina) - Je m'appelle Bagdad
ARENA (Tina) - Les 3 cloches
ARMANET (Juliette) - Flamme
ARMANET (Juliette) - Le Dernier Jour Du Disco
ASSIA - Elle est à toi
AU BONHEUR DES DAMES - Oh les filles
AU PETIT BONHEUR - Je veux du soleil
AUBERT (Jean-Louis) - Alter Ego
AUBERT (Jean-Louis) - Demain Sera Parfait
AUBERT (Jean-Louis) - Juste une illusion
AUBERT (Jean-Louis) - Marcelle 
AUBERT (Jean-Louis) - Parle moi
AUBERT (Jean-Louis) - Temps à nouveau
AUFRAY (Hugues) - Adieu Monsieur Le Professeur
AUFRAY (Hugues) - Céline
AUFRAY (Hugues) - Debout les gars
AUFRAY (Hugues) - Des jonquilles aux derniers lilas
AUFRAY (Hugues) - Dès que le printemps revient
AUFRAY (Hugues) - Hasta luego
AUFRAY (Hugues) - Le rossignol anglais
AUFRAY (Hugues) - L'homme Orchestre
AUFRAY (Hugues) - Santiano
AUFRAY (Hugues) - Stewbal
AUFRAY (Hugues) - Tchin tchin
AZNAVOUR (Charles) - Comme ils disent
AZNAVOUR (Charles) - Désormais
AZNAVOUR (Charles) - Emmenez-moi
AZNAVOUR (Charles) - For me formidable
AZNAVOUR (Charles) - Hier encore
AZNAVOUR (Charles) - Je m'voyais déjà
AZNAVOUR (Charles) - La bohème
AZNAVOUR (Charles) - La Mamma
AZNAVOUR (Charles) - Les comédiens
AZNAVOUR (Charles) - Les plaisirs démodés
AZNAVOUR (Charles) - Mes emmerdes
"AZNAVOUR (Charles) - Non, je n'ai rien oublié"
